省,项目名称，项目对应省
hubei2,2,湖北,0,0,0,0,0,0,0,0,0
guizhou2,2,湖北,17,6,6,8,9,8,7,8,7
shanghai2,4,广东,19,9,10,10,9,9,9,10,9
beijing2,3,江苏,17,8,8,7,8,8,7,6,8
jiangsu2,3,江苏,0,0,0,0,0,0,0,0,0
yunnan2,3,江苏,15,8,6,6,6,7,6,8,6
henan2,3,江苏,17,6,7,7,7,7,8,9,9
zhejiang2,4,广东,14,8,8,8,8,8,8,8,8
anhui2,3,江苏,16,6,7,7,6,6,6,7,7
fujian2,3,江苏,18,6,6,8,8,7,8,6,6
shandong2,3,江苏,18,9,8,8,8,7,8,7,7
hunan2,3,江苏,20,5,5,5,10,5,10,5,5
guangdong2,3,江苏,17,7,6,8,8,8,8,8,7
gansu2,3,江苏,20,9,9,10,10,9,10,10,10
liaoning2,2,湖北,20,7,7,8,8,8,8,7,9
chongqing2,5,河南,0,0,0,0,0,0,0,0,0
sichuan2,2,湖北,12,10,8,8,8,6,6,8,8
jiangxi2,3,江苏,18,8,9,10,8,8,8,8,10
tianjing2,4,广东,16,9,9,8,9,8,9,8,6
jilin2,4,广东,20,8.5,8.5,7,8.5,7.5,7,7,8
beijing2,4,广东,18,7,8,8,8.5,7,8,7,8
guizhou2,3,江苏,16,7,7,8,9,7,8,7,9
shanghai2,5,河南,19,7,9,9,9,10,10,10,10
hubei2,3,江苏,14.5,6,6,9,6,7,6,7,8
jiangsu2,4,广东,15,7,7,7,7,7,7,7,7
zhejiang2,5,河南,15,8,8,8,8,8,8,8,8
henan2,4,广东,17,8,7,7,8,8,8,8,9
yunnan2,4,广东,18,8,8,8,8,8,9,10,10
shandong2,4,广东,17,7.5,7,6,7,6,6,6,6
gansu2,4,广东,20,9,10,10,10,9,10,10,9
guangdong2,4,广东,0,0,0,0,0,0,0,0,0
liaoning2,3,江苏,20,7,7,8,7,8,9,7,7
tianjing2,5,河南,18,7,7,8,8,9,9,8,8
fujian2,4,广东,19,6,7,6,7,8,8,7,7
sichuan2,3,江苏,14,9,8,6,6,8,8,6,8
anhui2,4,广东,16,6,7,7,7,7,7,7.5,6
hunan2,4,广东,20,10,10,9,10,10,10,5,5
chongqing2,6,广东,0,0,0,0,0,0,0,0,0
jiangxi2,4,广东,18,7,8,8,8,7,7,7,8
zhejiang2,6,广东,14,8,8,8,7,8,8,8,8
hubei2,4,广东,18.5,8,7,9,6,6,9,8,9
jiangsu2,5,河南,15,7,7,7,7,7,7,9,9
beijing2,5,河南,19,8,9,9,8.5,9,9,9,8
yunnan2,5,河南,16,6,6,6,6,6,5,6,6
guizhou2,4,广东,16,8,7,8,7,8,7,8,8
henan2,5,河南,0,0,0,0,0,0,0,0,0
jilin2,5,河南,20,8,8.5,6.5,8,7.5,9,8,7
shanghai2,6,广东,19,9,10,9,9,10,10,10,10
shandong2,5,河南,18,8,8,8,7,7,8,7,7
chongqing2,7,湖南,0,0,0,0,0,0,0,0,0
gansu2,5,河南,20,9,9,10,10,9,10,9,10
jiangxi2,5,河南,20,10,8,8,8,9,9,10,8
liaoning2,4,广东,20,8,7,8,6,7,9,7,7
guangdong2,5,河南,18,7,7,8,8,8,8,8,8
tianjing2,6,广东,18,7,7,8,7,7,8,6,8
anhui2,5,河南,18,8,8,7,8,8,8,9,8
sichuan2,4,广东,16,8,6,8,6,6,8,6,6
fujian2,5,河南,15,7,6,8,6,7,7,7,6
hunan2,5,河南,20,6,10,10,6,10,10,10,10
beijing2,6,广东,18.5,7,8,8,8,8.5,8.5,8,8.5
hubei2,5,河南,14,8,6,6,6,6,8,8,7
henan2,6,广东,16,8,8,7,8,7,8,8,9
zhejiang2,7,湖南,16,8,8,8,8,8,8,9,8
guizhou2,5,河南,18,6,6,6,7,8,8,9,9
shanghai2,7,湖南,19,7,9,9,9,9,9,10,10
jilin2,6,广东,20,7.5,8.5,7,8.5,7.5,7,7,7
jiangsu2,6,广东,15,7,7,7,7,7,7,7,4
yunnan2,6,广东,18,6,8,8,8,8,8,8,8
guangdong2,6,广东,0,0,0,0,0,0,0,0,0
gansu2,6,广东,20,10,10,10,10,9,10,10,9
shandong2,6,广东,17,8,7,6,6,5,7,6,6
fujian2,6,广东,17,7,8,7,9,7,7,8,7
sichuan2,5,河南,18,8,8,8,8,8,8,8,8
hunan2,6,广东,20,10,10,10,10,5,10,10,5
anhui2,6,广东,16,6,7,7,7,7,7,7,6
chongqing2,8,广东,0,0,0,0,0,0,0,0,0
jiangxi2,6,广东,18,10,10,8,10,7,8,8,8
tianjing2,7,湖南,18,7,8,8,8,7,8,8,8
liaoning2,5,河南,20,6,6,8,6,8,8,8,8
henan2,7,湖南,16,7,7,8,8,7,8,8,8
shanghai2,8,广东,19,9,9,10,10,10,10,10,10
hubei2,6,广东,18,9,8,7,6,8,8,8,8
yunnan2,7,湖南,15,8,6,8,8,8,8,10,6
